,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
1862,yo también leo,"I also read is the ideal application for children with Down syndrome, autism or other types of intellectual disabilities to learn to read. Based on the global reading method, the app is specially designed to adapt to the needs of these children in order to enhance their abilities.","Saas, Software licence",,EdtechCloud & Edge ComputingICT & Mobile  Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1863,yaba,"They buy, fund and give support to the growth of business based on Amazon FBA. They seek products leaders in its categories with a strong sales history, reviews, ratings and ability to scal",Consultancy & Agency,,Digital Content & MediaAI & Big Data Series C,Series C,,, 2020,,0,http://startupshub.catalonia.com
1864,yasyt,"Yasyt is a company born with the mission of developing social robotics programs and voice devices and artificial intelligence in social care and home hospital environments. He works with Pepper, a social robot manufactured by SoftBank Robotics that is designed to interact with people in a friendly way through multimodal communication.","Development & Manufacturing, Saas, Subscription",,HealthtechAI & Big DataDigital Health  Pre-seed,Pre-seed,,, 2018,,4,http://startupshub.catalonia.com
1865,yeesshh,"Yeesshh open access to exclusive advertising traffic. with an impression by impression live buy, based on advanced bidding system",Consultancy & Agency,,AdtechAI & Big Data Pre-seed,Pre-seed,,,,,4,http://startupshub.catalonia.com
1866,yego,Yego is an startup created in Barcelona offering electric vehicle sharing service.,Subscription,,Sustainable mobilityIoT & Sensors Series C,Series C,,, 2016,,0,http://startupshub.catalonia.com
1867,yieldr,"Yieldr's adaptive programmatic platform (APP) empowers social, mobile and online display media buyers. Its agile algorithmic decisioning and predictive optimization engine captures and activates users through prospecting and remarketing campaigns.","Advertising, Saas",,AdtechAI & Big Data Undisclosed Funding,-,,, 2012,,0,http://startupshub.catalonia.com
1868,yotuyeah,"yotuyeah! is an online community of entrepreneurs with different proposals that become projects of all kinds, and in which each person can participate and undertake, sponsor or collaborate with their time and knowledge.","Marketplace, R+D+I Services, Software licence",,Community & Social networkCloud & Edge Computing Seed,Seed,,, 2013,,6,http://startupshub.catalonia.com
1869,you can deco,Custom reforms for very busy owners.,"Consultancy & Agency, Software licence",,ProptechConnectivity Pre-seed,Pre-seed,,, 2016,,0,http://startupshub.catalonia.com
1870,youdrop,"Youdrop is a Glocal Social Network. So, an App that allows you to meet people, places and events in your environment.",Subscription,,Community & Social networkCloud & Edge Computing Undisclosed Funding,-,,, 2017,,0,http://startupshub.catalonia.com
1871,yoy,"Desarrollamos soluciones tecnológicas inmersivas para empresas e instituciones, mediante la entrega de un nuevo formato de formación y entrenamiento, de forma segura y fiel a la experiencia real.",Software licence,,Business Services & SoftwareAR/VR Undisclosed Funding,-,,, 2013,,0,http://startupshub.catalonia.com
1872,ypsicon,"Ypsicon is a technological company established in  Barcelona whose main mission is to develop new technologies for process the food, cosmetic and healthcare industries.     After several years of research, YPSICON has scaled up and developed three disruptive technologies (protected by patents globally) that remarkably improve the industrial standard processes of sterilization, pasteurization and bottling of liquids based on thermal and/or chemical treatments.","Consultancy & Agency, Development & Manufacturing, Marketplace, R+D+I Services, Other types of licence",,FoodtechAutomationBeauty & Personal care Frontier materials Micro & Nano electronics Bioengineering & Regenerative medicine  Seed,Seed,,, 2011,,4,http://startupshub.catalonia.com
1873,yter,"Led visual comfort. Company dedicated to manufacturing of lamps, lighting equipment and fixtures of all kinds, developed and manufactured by the company itself or manufactured by others. Disseny manufacturing in light and especialited in retrofid street-lighting .",Development & Manufacturing,,Business Services & SoftwareNBS (Nature Based Solutions) Seed,Seed,,, 2015,,1,http://startupshub.catalonia.com
1874,yumm,Yumm! uses an intelligent recommendation system to suggest the most attractive dishes and restaurants to each user. It is also a digital menu platform and a restaurant booking app.,Saas,,FoodtechAI & Big Data Undisclosed Funding,-,,, 2016,,0,http://startupshub.catalonia.com
1875,yumminn,We are developing a solutions that solves one of the main problems for restaurants and customers: the time lost when paying the bill. Our goal is to replace traditional payment terminals with mobile payments through QR codes that will virtually eliminate waiting time at checkout.,"Marketplace, Saas",,FoodtechIoT & Sensors Undisclosed Funding,-,,, 2021,,3,http://startupshub.catalonia.com
1876,yüup,"Yüup replanteja el procés de contractació. Incorporen valors a la seva equació: redissenyar el procés orientat a les persones, incorporar talents joves a l'empresa i establir un ecosistema de suport als empleats. El seu procés de contractació incorpora criteris d'avaluació dels candidats més complets, que poden crear una cultura d'empresa més sòlida, orientada a les persones i innovadora.","Consultancy & Agency, Subscription",,Business Services & SoftwareNo technology assigned Undisclosed Funding,-,,, 2021,,0,http://startupshub.catalonia.com
1877,zapper,Zapper offers an easy payment app for meals. Also a platform for restaurants that helps to increase revenues through efficiencies and targeted promotions.,,,Traveltech & LeisureCloud & Edge Computing Undisclosed Funding,-,,, 2014,,0,http://startupshub.catalonia.com
1878,zecardio therapeutics,ZeCardio Therapeutics (ZeCardioTx) is a pharma company that will change the way we discover cardiovascular drugs.,Saas,,HealthtechBioengineering & Regenerative medicine Pre-seed,Pre-seed,,, 2019,,0,http://startupshub.catalonia.com
1879,zenmness,Zenmness is a technology company that develops SW for health market.,R+D+I Services,,HealthtechAR/VR Undisclosed Funding,-,,, 2015,,0,http://startupshub.catalonia.com
1880,zertifier,"At Zertifier we use blockchain technology to enhance customer engagement bridging physical and digital worlds. Zertifier combines the power of IoT, blockchain and smart contracts and provides complete, immutable and automated solutions, including product traceability, anticounterfeit, documents certification, secure data transfer, NFT's and tokenization. The access to data and its certification is simplified through the use of our intuitive dApps.","Consultancy & Agency, Marketplace, Saas, Subscription",,ICT & MobileDLT/BlockchainRobotics & Collaborative Robotics  Pre-seed,Pre-seed,,, 2021,,7,http://startupshub.catalonia.com
1881,zank,"Platform that places solvent people who are seeking a loan and want to pay fairer interest in contact with people who have money to invest and wish to obtain a bigger return. This all takes place online through an automated, simple and secure platform.",,,FintechCloud & Edge Computing Seed,Seed,,, 2013,,8,http://startupshub.catalonia.com
1882,zatro,We create shoes and accessories brands and we sell them online.,Ecommerce & Trade,,Fashion & DesignNo technology assigned Seed,Seed,,, 2013,,16,http://startupshub.catalonia.com
1883,zeclinics,"ZeClinics is a Biotech company offering zebrafish services for drug discovery, pre-clinical safety and efficacy screenings of novel compounds. We have key clients within the Pharma and Biotech sectors, although we are active in other sectors: Cosmetics and Agroindustry. Our track records and more than 25.000 scientific publications guarantee that using zebrafish in preclinical early phases could save up to 10X time and budget in R&D with a 95% predictivity on the effect of new drugs in humans.",R+D+I Services,,HealthtechBioengineering & Regenerative medicine Series A,Series A,,, 2013,,25,http://startupshub.catalonia.com
1884,zeena,Launching a new brand Zeena proving wine in a can. Here more info about the value proposition we offer : https://www.viaempresa.cat/es/innovacion/startups-catalanas-industria-alimentaria_2157129_102.html,"Development & Manufacturing, Ecommerce & Trade",,FoodtechRecycling & Recovery Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1885,zolertia,"Hardware and software enabling products, electronic modules and firmware frameworks, to simplify the creation of IoT devices and solutions, just with an ""embed and play"" implementation","Development & Manufacturing, Marketplace, R+D+I Services, Others",,HardwareIoT & SensorsICT & Mobile AI & Big Data Cloud & Edge Computing Connectivity  Seed,Seed,,, 2014,,2,http://startupshub.catalonia.com
1886,zonair3d,"Zonair3D is a 100% Spanish capital company, based in Barcelona, and it's the company behind the revolutionary product BUBBLE. Pure air.",,,HardwareAutomation Undisclosed Funding,-,,, 2016,,0,http://startupshub.catalonia.com
1887,zymvol biomodeling sl,"Zymvol Biomodeling SL is a privately owned biotech company specialized in computer-driven enzyme discovery and engineering. The company's vision is to catalyze the replacement of unsustainable chemical processes, which often use expensive and contaminating metal catalysts by clean and sustainable biocatalysts.",Consultancy & Agency,,HealthtechBioengineering & Regenerative medicine Series A,Series A,,, 2017,,7,http://startupshub.catalonia.com
